Date,Date Value,"Off day=1, Work=0",Days 1-7 (sun-sat) ,Hours,SYS Price in d,Volume in d,Avg Price d,Avg Load d,Wind Volume,Monthly Delta % change in wages ,"Capacity on transmission lines, MWh/h","Total congestion income on international connections, EUR per hour",Gas differenced
2/15/2015,42050,1.00,1.00,13.00,25.62,45280.30,26.45,1214430.40,3215.00,0.0223,350.00,0.00,0.00
2/15/2015,42050,1.00,1.00,14.00,25.51,45082.90,26.45,1214430.40,3259.00,0.0223,350.00,0.00,0.00
2/15/2015,42050,1.00,1.00,15.00,25.82,45357.20,26.45,1214430.40,3369.00,0.0223,350.00,0.00,0.00
2/15/2015,42050,1.00,1.00,16.00,26.73,47009.80,26.45,1214430.40,3412.00,0.0223,350.00,0.00,0.00
2/15/2015,42050,1.00,1.00,17.00,27.57,50035.40,26.45,1214430.40,3474.00,0.0223,350.00,0.00,0.00
2/15/2015,42050,1.00,1.00,18.00,27.64,50394.50,26.45,1214430.40,3517.00,0.0223,350.00,0.00,0.00
2/15/2015,42050,1.00,1.00,19.00,27.38,49485.10,26.45,1214430.40,3596.00,0.0223,350.00,0.00,0.00
2/15/2015,42050,1.00,1.00,20.00,26.91,47934.20,26.45,1214430.40,3623.00,0.0223,350.00,0.00,0.00
2/15/2015,42050,1.00,1.00,21.00,26.73,46917.30,26.45,1214430.40,3557.00,0.0223,350.00,0.00,0.00
2/15/2015,42050,1.00,1.00,22.00,26.48,45207.20,27.90,1208087.80,3528.00,0.0223,350.00,0.00,0.00
2/15/2015,42050,1.00,1.00,23.00,26.12,43674.20,27.90,1208087.80,3440.00,0.0223,350.00,0.00,0.00
2/16/2015,42051,0.00,2.00,0.00,26.08,42069.50,27.90,1208087.80,3562.00,0.0223,350.00,0.00,0.00
2/16/2015,42051,0.00,2.00,1.00,25.53,41034.30,27.90,1208087.80,3523.00,0.0223,350.00,0.00,0.00
2/16/2015,42051,0.00,2.00,2.00,25.35,40691.50,27.90,1208087.80,3502.00,0.0223,350.00,0.00,0.00
2/16/2015,42051,0.00,2.00,3.00,25.63,41187.60,27.90,1208087.80,3499.00,0.0223,350.00,0.00,0.00
2/16/2015,42051,0.00,2.00,4.00,25.90,41637.00,27.90,1208087.80,3453.00,0.0223,350.00,0.00,0.00
2/16/2015,42051,0.00,2.00,5.00,26.65,44068.10,27.90,1208087.80,3452.00,0.0223,350.00,0.00,0.00
2/16/2015,42051,0.00,2.00,6.00,27.76,49967.40,27.90,1208087.80,3460.00,0.0223,350.00,0.00,0.00
2/16/2015,42051,0.00,2.00,7.00,28.62,54654.70,27.90,1208087.80,3422.00,0.0223,350.00,0.00,0.00
2/16/2015,42051,0.00,2.00,8.00,29.00,55423.00,27.90,1208087.80,3435.00,0.0223,350.00,94.50,0.00
2/16/2015,42051,0.00,2.00,9.00,29.05,55611.30,27.90,1208087.80,3426.00,0.0223,350.00,0.00,0.00
2/16/2015,42051,0.00,2.00,10.00,29.24,55878.90,27.90,1208087.80,3342.00,0.0223,350.00,0.00,0.00
2/16/2015,42051,0.00,2.00,11.00,28.69,55442.00,27.90,1208087.80,3311.00,0.0223,350.00,0.00,0.00
2/16/2015,42051,0.00,2.00,12.00,28.43,54578.20,27.90,1208087.80,3262.00,0.0223,350.00,0.00,0.00
2/16/2015,42051,0.00,2.00,13.00,28.49,54218.30,27.90,1208087.80,3254.00,0.0223,350.00,0.00,0.00
2/16/2015,42051,0.00,2.00,14.00,28.43,53983.20,27.90,1208087.80,3229.00,0.0223,350.00,52.50,0.00
2/16/2015,42051,0.00,2.00,15.00,28.51,54130.80,27.90,1208087.80,3219.00,0.0223,350.00,84.00,0.00
2/16/2015,42051,0.00,2.00,16.00,28.97,54833.80,27.90,1208087.80,3240.00,0.0223,350.00,0.00,0.00
2/16/2015,42051,0.00,2.00,17.00,30.39,56334.40,27.90,1208087.80,3266.00,0.0223,350.00,266.00,0.00
2/16/2015,42051,0.00,2.00,18.00,29.78,55684.30,27.90,1208087.80,3285.00,0.0223,350.00,98.00,0.00
2/16/2015,42051,0.00,2.00,19.00,28.72,54764.70,27.90,1208087.80,3205.00,0.0223,350.00,0.00,0.00
2/16/2015,42051,0.00,2.00,20.00,28.02,52517.60,27.90,1208087.80,3263.00,0.0223,350.00,0.00,0.00
2/16/2015,42051,0.00,2.00,21.00,27.76,50965.60,27.90,1208087.80,3217.00,0.0223,350.00,0.00,0.00
2/16/2015,42051,0.00,2.00,22.00,27.48,48900.70,29.32,1155545.10,3210.00,0.0223,350.00,0.00,0.00
2/16/2015,42051,0.00,2.00,23.00,27.21,45853.50,29.32,1155545.10,3124.00,0.0223,350.00,0.00,0.00
2/17/2015,42052,0.00,3.00,0.00,26.31,42793.40,29.32,1155545.10,3305.00,0.0223,350.00,0.00,0.00
2/17/2015,42052,0.00,3.00,1.00,26.13,42113.90,29.32,1155545.10,3220.00,0.0223,350.00,0.00,0.00
2/17/2015,42052,0.00,3.00,2.00,26.05,41795.20,29.32,1155545.10,3228.00,0.0223,350.00,0.00,0.00
2/17/2015,42052,0.00,3.00,3.00,26.16,41911.40,29.32,1155545.10,3184.00,0.0223,350.00,0.00,0.00
2/17/2015,42052,0.00,3.00,4.00,26.68,42799.70,29.32,1155545.10,3146.00,0.0223,350.00,0.00,0.00
2/17/2015,42052,0.00,3.00,5.00,27.60,45353.00,29.32,1155545.10,3104.00,0.0223,350.00,0.00,0.00
2/17/2015,42052,0.00,3.00,6.00,28.59,50983.40,29.32,1155545.10,3070.00,0.0223,350.00,0.00,0.00
2/17/2015,42052,0.00,3.00,7.00,33.53,55481.00,29.32,1155545.10,3051.00,0.0223,350.00,0.00,0.00
2/17/2015,42052,0.00,3.00,8.00,37.46,55955.10,29.32,1155545.10,3009.00,0.0223,350.00,0.00,0.00
2/17/2015,42052,0.00,3.00,9.00,37.40,55942.60,29.32,1155545.10,2940.00,0.0223,350.00,0.00,0.00
2/17/2015,42052,0.00,3.00,10.00,33.03,55588.20,29.32,1155545.10,2913.00,0.0223,350.00,3465.00,0.00
2/17/2015,42052,0.00,3.00,11.00,30.51,55157.50,29.32,1155545.10,2915.00,0.0223,350.00,4669.00,0.00
2/17/2015,42052,0.00,3.00,12.00,29.80,54100.70,29.32,1155545.10,2910.00,0.0223,350.00,2681.00,0.00
2/17/2015,42052,0.00,3.00,13.00,29.87,53523.20,29.32,1155545.10,2913.00,0.0223,350.00,3087.00,0.00
2/17/2015,42052,0.00,3.00,14.00,29.35,53151.90,29.32,1155545.10,2940.00,0.0223,350.00,0.00,0.00
2/17/2015,42052,0.00,3.00,15.00,29.03,53046.20,29.32,1155545.10,3041.00,0.0223,350.00,0.00,0.00
2/17/2015,42052,0.00,3.00,16.00,29.22,53660.10,29.32,1155545.10,3193.00,0.0223,350.00,0.00,0.00
2/17/2015,42052,0.00,3.00,17.00,30.25,54770.40,29.32,1155545.10,3370.00,0.0223,350.00,0.00,0.00
2/17/2015,42052,0.00,3.00,18.00,30.27,54940.70,29.32,1155545.10,3542.00,0.0223,350.00,-287.00,0.00
2/17/2015,42052,0.00,3.00,19.00,28.54,53534.20,29.32,1155545.10,3653.00,0.0223,350.00,287.00,0.00
2/17/2015,42052,0.00,3.00,20.00,27.70,51236.30,29.32,1155545.10,3773.00,0.0223,350.00,0.00,0.00
2/17/2015,42052,0.00,3.00,21.00,27.31,49437.90,29.32,1155545.10,3832.00,0.0223,350.00,0.00,0.00
2/17/2015,42052,0.00,3.00,22.00,26.82,46877.80,27.36,1112820.30,3889.00,0.0223,350.00,0.00,0.17
2/17/2015,42052,0.00,3.00,23.00,26.00,43934.00,27.36,1112820.30,3946.00,0.0223,350.00,0.00,0.17
2/18/2015,42053,0.00,4.00,0.00,25.40,41167.70,27.36,1112820.30,4022.00,0.0223,350.00,0.00,0.17
2/18/2015,42053,0.00,4.00,1.00,24.91,40187.50,27.36,1112820.30,4069.00,0.0223,350.00,0.00,0.17
2/18/2015,42053,0.00,4.00,2.00,24.65,39766.10,27.36,1112820.30,4118.00,0.0223,350.00,0.00,0.17
2/18/2015,42053,0.00,4.00,3.00,24.76,39876.40,27.36,1112820.30,4089.00,0.0223,350.00,0.00,0.17
2/18/2015,42053,0.00,4.00,4.00,25.57,40754.40,27.36,1112820.30,4068.00,0.0223,350.00,0.00,0.17
2/18/2015,42053,0.00,4.00,5.00,26.74,43109.30,27.36,1112820.30,3940.00,0.0223,350.00,0.00,0.17
2/18/2015,42053,0.00,4.00,6.00,27.70,48079.30,27.36,1112820.30,3769.00,0.0223,350.00,80.50,0.17
2/18/2015,42053,0.00,4.00,7.00,28.88,52648.40,27.36,1112820.30,3613.00,0.0223,350.00,318.50,0.17
2/18/2015,42053,0.00,4.00,8.00,29.80,53662.90,27.36,1112820.30,3386.00,0.0223,350.00,493.50,0.17
2/18/2015,42053,0.00,4.00,9.00,29.83,53427.40,27.36,1112820.30,3193.00,0.0223,350.00,581.00,0.17
2/18/2015,42053,0.00,4.00,10.00,29.57,52913.00,27.36,1112820.30,3056.00,0.0223,350.00,549.50,0.17
2/18/2015,42053,0.00,4.00,11.00,28.56,52295.00,27.36,1112820.30,2985.00,0.0223,350.00,199.50,0.17
2/18/2015,42053,0.00,4.00,12.00,28.04,51519.30,27.36,1112820.30,2902.00,0.0223,350.00,56.00,0.17
2/18/2015,42053,0.00,4.00,13.00,27.97,51040.80,27.36,1112820.30,3030.00,0.0223,350.00,0.00,0.17
2/18/2015,42053,0.00,4.00,14.00,27.90,50745.00,27.36,1112820.30,3176.00,0.0223,350.00,0.00,0.17
2/18/2015,42053,0.00,4.00,15.00,27.82,50806.50,27.36,1112820.30,3210.00,0.0223,350.00,0.00,0.17
2/18/2015,42053,0.00,4.00,16.00,27.97,51630.70,27.36,1112820.30,3329.00,0.0223,350.00,217.00,0.17
2/18/2015,42053,0.00,4.00,17.00,28.73,53101.00,27.36,1112820.30,3587.00,0.0223,350.00,213.50,0.17
2/18/2015,42053,0.00,4.00,18.00,28.77,53227.50,27.36,1112820.30,3803.00,0.0223,350.00,0.00,0.17
2/18/2015,42053,0.00,4.00,19.00,27.89,51501.60,27.36,1112820.30,3832.00,0.0223,350.00,0.00,0.17
2/18/2015,42053,0.00,4.00,20.00,27.27,49270.10,27.36,1112820.30,3912.00,0.0223,350.00,0.00,0.17
2/18/2015,42053,0.00,4.00,21.00,26.84,47327.70,27.36,1112820.30,3977.00,0.0223,350.00,0.00,0.17
2/18/2015,42053,0.00,4.00,22.00,26.08,45151.10,26.13,1105401.80,3949.00,0.0223,350.00,0.00,0.00
2/18/2015,42053,0.00,4.00,23.00,25.00,42336.40,26.13,1105401.80,3943.00,0.0223,350.00,0.00,0.00
2/19/2015,42054,0.00,5.00,0.00,23.92,39299.80,26.13,1105401.80,3846.00,0.0223,350.00,0.00,0.00
2/19/2015,42054,0.00,5.00,1.00,23.15,38398.30,26.13,1105401.80,3795.00,0.0223,350.00,0.00,0.00
2/19/2015,42054,0.00,5.00,2.00,22.86,38032.20,26.13,1105401.80,3745.00,0.0223,350.00,0.00,0.00
2/19/2015,42054,0.00,5.00,3.00,23.02,38119.50,26.13,1105401.80,3697.00,0.0223,350.00,0.00,0.00
2/19/2015,42054,0.00,5.00,4.00,23.95,38917.30,26.13,1105401.80,3651.00,0.0223,350.00,0.00,0.00
2/19/2015,42054,0.00,5.00,5.00,25.52,41181.50,26.13,1105401.80,3541.00,0.0223,350.00,0.00,0.00
2/19/2015,42054,0.00,5.00,6.00,26.64,45986.20,26.13,1105401.80,3531.00,0.0223,350.00,0.00,0.00
2/19/2015,42054,0.00,5.00,7.00,27.40,50453.40,26.13,1105401.80,3527.00,0.0223,350.00,0.00,0.00
2/19/2015,42054,0.00,5.00,8.00,27.60,51130.30,26.13,1105401.80,3501.00,0.0223,350.00,0.00,0.00
2/19/2015,42054,0.00,5.00,9.00,27.48,50830.50,26.13,1105401.80,3501.00,0.0223,350.00,0.00,0.00
2/19/2015,42054,0.00,5.00,10.00,27.44,50595.80,26.13,1105401.80,3407.00,0.0223,350.00,0.00,0.00
2/19/2015,42054,0.00,5.00,11.00,27.19,50175.60,26.13,1105401.80,3519.00,0.0223,350.00,0.00,0.00
2/19/2015,42054,0.00,5.00,12.00,27.04,49577.60,26.13,1105401.80,3534.00,0.0223,350.00,0.00,0.00
2/19/2015,42054,0.00,5.00,13.00,27.09,49318.50,26.13,1105401.80,3574.00,0.0223,350.00,0.00,0.00
2/19/2015,42054,0.00,5.00,14.00,26.99,49006.90,26.13,1105401.80,3624.00,0.0223,350.00,0.00,0.00
2/19/2015,42054,0.00,5.00,15.00,26.95,48977.00,26.13,1105401.80,3646.00,0.0223,350.00,0.00,0.00
2/19/2015,42054,0.00,5.00,16.00,27.11,49704.10,26.13,1105401.80,3721.00,0.0223,350.00,0.00,0.00
2/19/2015,42054,0.00,5.00,17.00,27.50,51191.10,26.13,1105401.80,3759.00,0.0223,350.00,0.00,0.00
2/19/2015,42054,0.00,5.00,18.00,27.53,51230.00,26.13,1105401.80,3768.00,0.0223,350.00,0.00,0.00
2/19/2015,42054,0.00,5.00,19.00,27.17,50033.50,26.13,1105401.80,3736.00,0.0223,350.00,0.00,0.00
2/19/2015,42054,0.00,5.00,20.00,26.63,48117.80,26.13,1105401.80,3677.00,0.0223,350.00,0.00,0.00
2/19/2015,42054,0.00,5.00,21.00,26.32,46432.00,26.13,1105401.80,3572.00,0.0223,350.00,0.00,0.00
2/19/2015,42054,0.00,5.00,22.00,25.80,44300.70,25.83,1063713.50,3457.00,0.0223,350.00,0.00,0.10
2/19/2015,42054,0.00,5.00,23.00,24.71,41810.70,25.83,1063713.50,3413.00,0.0223,350.00,0.00,0.10
2/20/2015,42055,0.00,6.00,0.00,22.73,38805.90,25.83,1063713.50,3317.00,0.0223,350.00,0.00,0.10
2/20/2015,42055,0.00,6.00,1.00,22.26,37945.10,25.83,1063713.50,3322.00,0.0223,350.00,0.00,0.10
2/20/2015,42055,0.00,6.00,2.00,22.17,37683.40,25.83,1063713.50,3276.00,0.0223,350.00,0.00,0.10
2/20/2015,42055,0.00,6.00,3.00,22.53,37926.10,25.83,1063713.50,3277.00,0.0223,350.00,0.00,0.10
2/20/2015,42055,0.00,6.00,4.00,23.44,38456.10,25.83,1063713.50,3099.00,0.0223,350.00,0.00,0.10
2/20/2015,42055,0.00,6.00,5.00,25.24,41106.70,25.83,1063713.50,3084.00,0.0223,350.00,0.00,0.10
2/20/2015,42055,0.00,6.00,6.00,26.25,45786.00,25.83,1063713.50,3030.00,0.0223,350.00,0.00,0.10
2/20/2015,42055,0.00,6.00,7.00,27.14,50121.20,25.83,1063713.50,2948.00,0.0223,350.00,0.00,0.10
2/20/2015,42055,0.00,6.00,8.00,27.23,50843.70,25.83,1063713.50,2969.00,0.0223,350.00,0.00,0.10
2/20/2015,42055,0.00,6.00,9.00,27.22,50868.90,25.83,1063713.50,2918.00,0.0223,350.00,0.00,0.10
2/20/2015,42055,0.00,6.00,10.00,27.21,50765.10,25.83,1063713.50,2811.00,0.0223,350.00,0.00,0.10
2/20/2015,42055,0.00,6.00,11.00,26.95,50410.50,25.83,1063713.50,2762.00,0.0223,350.00,0.00,0.10
2/20/2015,42055,0.00,6.00,12.00,26.75,49453.20,25.83,1063713.50,2650.00,0.0223,350.00,0.00,0.10
2/20/2015,42055,0.00,6.00,13.00,26.54,48607.50,25.83,1063713.50,2647.00,0.0223,350.00,0.00,0.10
2/20/2015,42055,0.00,6.00,14.00,26.72,48513.40,25.83,1063713.50,2566.00,0.0223,350.00,0.00,0.10
2/20/2015,42055,0.00,6.00,15.00,26.68,48399.50,25.83,1063713.50,2565.00,0.0223,350.00,0.00,0.10
2/20/2015,42055,0.00,6.00,16.00,26.91,49273.20,25.83,1063713.50,2612.00,0.0223,350.00,0.00,0.10
2/20/2015,42055,0.00,6.00,17.00,27.34,50807.40,25.83,1063713.50,2624.00,0.0223,350.00,0.00,0.10
2/20/2015,42055,0.00,6.00,18.00,27.42,50966.10,25.83,1063713.50,2812.00,0.0223,350.00,0.00,0.10
2/20/2015,42055,0.00,6.00,19.00,27.01,49632.80,25.83,1063713.50,2800.00,0.0223,350.00,0.00,0.10
2/20/2015,42055,0.00,6.00,20.00,26.39,47239.30,25.83,1063713.50,2788.00,0.0223,350.00,0.00,0.10
2/20/2015,42055,0.00,6.00,21.00,26.20,45701.70,25.83,1063713.50,2664.00,0.0223,350.00,0.00,0.10
2/20/2015,42055,0.00,6.00,22.00,25.98,44061.50,25.92,1055679.20,2551.00,0.0223,350.00,0.00,0.00
2/20/2015,42055,0.00,6.00,23.00,25.55,42027.50,25.92,1055679.20,2390.00,0.0223,350.00,0.00,0.00
2/21/2015,42056,1.00,7.00,0.00,25.46,40707.80,25.92,1055679.20,2040.00,0.0223,350.00,0.00,0.00
2/21/2015,42056,1.00,7.00,1.00,25.11,39210.10,25.92,1055679.20,1899.00,0.0223,350.00,0.00,0.00
2/21/2015,42056,1.00,7.00,2.00,25.09,38784.40,25.92,1055679.20,1739.00,0.0223,350.00,0.00,0.00
2/21/2015,42056,1.00,7.00,3.00,24.94,38418.40,25.92,1055679.20,1670.00,0.0223,350.00,0.00,0.00
2/21/2015,42056,1.00,7.00,4.00,24.96,38675.20,25.92,1055679.20,1545.00,0.0223,350.00,0.00,0.00
2/21/2015,42056,1.00,7.00,5.00,24.88,39548.00,25.92,1055679.20,1516.00,0.0223,350.00,0.00,0.00
2/21/2015,42056,1.00,7.00,6.00,25.08,40761.90,25.92,1055679.20,1422.00,0.0223,350.00,0.00,0.00
2/21/2015,42056,1.00,7.00,7.00,25.69,42347.40,25.92,1055679.20,1417.00,0.0223,350.00,0.00,0.00
2/21/2015,42056,1.00,7.00,8.00,26.06,44803.00,25.92,1055679.20,1464.00,0.0223,350.00,0.00,0.00
2/21/2015,42056,1.00,7.00,9.00,26.38,46359.20,25.92,1055679.20,1325.00,0.0223,350.00,0.00,0.00
2/21/2015,42056,1.00,7.00,10.00,26.70,47588.70,25.92,1055679.20,1254.00,0.0223,350.00,0.00,0.00
2/21/2015,42056,1.00,7.00,11.00,26.67,47425.40,25.92,1055679.20,1093.00,0.0223,350.00,0.00,0.00
2/21/2015,42056,1.00,7.00,12.00,26.17,46228.40,25.92,1055679.20,1026.00,0.0223,350.00,0.00,0.00
2/21/2015,42056,1.00,7.00,13.00,25.98,45872.60,25.92,1055679.20,997.00,0.0223,350.00,0.00,0.00
2/21/2015,42056,1.00,7.00,14.00,25.97,45669.20,25.92,1055679.20,1004.00,0.0223,350.00,0.00,0.00
2/21/2015,42056,1.00,7.00,15.00,26.18,46314.60,25.92,1055679.20,1057.00,0.0223,350.00,0.00,0.00
2/21/2015,42056,1.00,7.00,16.00,26.47,47451.00,25.92,1055679.20,1120.00,0.0223,350.00,0.00,0.00
2/21/2015,42056,1.00,7.00,17.00,26.99,49662.80,25.92,1055679.20,1166.00,0.0223,350.00,0.00,0.00
2/21/2015,42056,1.00,7.00,18.00,27.09,50140.50,25.92,1055679.20,1257.00,0.0223,350.00,0.00,0.00
2/21/2015,42056,1.00,7.00,19.00,26.68,48604.90,25.92,1055679.20,1349.00,0.0223,350.00,0.00,0.00
2/21/2015,42056,1.00,7.00,20.00,26.25,46700.80,25.92,1055679.20,1449.00,0.0223,350.00,0.00,0.00
2/21/2015,42056,1.00,7.00,21.00,26.10,45623.00,25.92,1055679.20,1629.00,0.0223,350.00,0.00,0.00
2/21/2015,42056,1.00,7.00,22.00,25.90,44286.10,25.62,1144846.80,1698.00,0.0223,350.00,0.00,0.00
2/21/2015,42056,1.00,7.00,23.00,25.35,42530.10,25.62,1144846.80,1769.00,0.0223,350.00,0.00,0.00
2/22/2015,42057,1.00,1.00,0.00,25.32,41011.20,25.62,1144846.80,1677.00,0.0223,350.00,0.00,0.00
2/22/2015,42057,1.00,1.00,1.00,25.03,40054.20,25.62,1144846.80,1740.00,0.0223,350.00,0.00,0.00
2/22/2015,42057,1.00,1.00,2.00,24.81,39487.10,25.62,1144846.80,1709.00,0.0223,350.00,0.00,0.00
2/22/2015,42057,1.00,1.00,3.00,24.72,39367.30,25.62,1144846.80,1748.00,0.0223,350.00,0.00,0.00
2/22/2015,42057,1.00,1.00,4.00,24.76,39497.90,25.62,1144846.80,1819.00,0.0223,350.00,0.00,0.00
2/22/2015,42057,1.00,1.00,5.00,24.98,40196.70,25.62,1144846.80,1855.00,0.0223,350.00,0.00,0.00
2/22/2015,42057,1.00,1.00,6.00,25.13,40978.00,25.62,1144846.80,1938.00,0.0223,350.00,0.00,0.00
2/22/2015,42057,1.00,1.00,7.00,25.33,42024.50,25.62,1144846.80,2052.00,0.0223,350.00,0.00,0.00
2/22/2015,42057,1.00,1.00,8.00,25.88,43897.80,25.62,1144846.80,2177.00,0.0223,350.00,0.00,0.00
2/22/2015,42057,1.00,1.00,9.00,26.11,45297.10,25.62,1144846.80,2235.00,0.0223,350.00,0.00,0.00
2/22/2015,42057,1.00,1.00,10.00,26.22,45890.00,25.62,1144846.80,2262.00,0.0223,350.00,0.00,0.00
2/22/2015,42057,1.00,1.00,11.00,26.18,46003.40,25.62,1144846.80,2338.00,0.0223,350.00,0.00,0.00
2/22/2015,42057,1.00,1.00,12.00,25.84,45516.20,25.62,1144846.80,2333.00,0.0223,350.00,0.00,0.00
2/22/2015,42057,1.00,1.00,13.00,25.52,44963.60,25.62,1144846.80,2344.00,0.0223,350.00,0.00,0.00
2/22/2015,42057,1.00,1.00,14.00,25.31,44702.30,25.62,1144846.80,2326.00,0.0223,350.00,0.00,0.00
2/22/2015,42057,1.00,1.00,15.00,25.05,44337.10,25.62,1144846.80,2299.00,0.0223,350.00,0.00,0.00
2/22/2015,42057,1.00,1.00,16.00,25.90,46159.00,25.62,1144846.80,2319.00,0.0223,350.00,0.00,0.00
2/22/2015,42057,1.00,1.00,17.00,26.59,48431.60,25.62,1144846.80,2283.00,0.0223,350.00,0.00,0.00
2/22/2015,42057,1.00,1.00,18.00,26.79,49408.90,25.62,1144846.80,2276.00,0.0223,350.00,0.00,0.00
2/22/2015,42057,1.00,1.00,19.00,26.53,48448.50,25.62,1144846.80,2191.00,0.0223,350.00,0.00,0.00
2/22/2015,42057,1.00,1.00,20.00,26.05,47077.60,25.62,1144846.80,2184.00,0.0223,350.00,0.00,0.00
2/22/2015,42057,1.00,1.00,21.00,26.05,45970.30,25.62,1144846.80,2078.00,0.0223,350.00,0.00,0.00
2/22/2015,42057,1.00,1.00,22.00,25.64,44427.30,25.68,1138354.30,2089.00,0.0223,350.00,0.00,0.20
2/22/2015,42057,1.00,1.00,23.00,25.08,42531.60,25.68,1138354.30,2016.00,0.0223,350.00,1764.00,0.20
2/23/2015,42058,0.00,2.00,0.00,23.86,39934.20,25.68,1138354.30,2151.00,0.0223,350.00,2037.00,0.20
2/23/2015,42058,0.00,2.00,1.00,22.67,39175.20,25.68,1138354.30,2256.00,0.0223,350.00,2814.00,0.20
2/23/2015,42058,0.00,2.00,2.00,22.25,38885.20,25.68,1138354.30,2385.00,0.0223,350.00,3605.00,0.20
2/23/2015,42058,0.00,2.00,3.00,22.29,39069.20,25.68,1138354.30,2513.00,0.0223,350.00,3615.50,0.20
2/23/2015,42058,0.00,2.00,4.00,22.67,39950.00,25.68,1138354.30,2711.00,0.0223,350.00,1757.00,0.20
2/23/2015,42058,0.00,2.00,5.00,23.98,42370.90,25.68,1138354.30,2987.00,0.0223,350.00,0.00,0.20
2/23/2015,42058,0.00,2.00,6.00,26.00,46992.40,25.68,1138354.30,3346.00,0.0223,350.00,0.00,0.20
2/23/2015,42058,0.00,2.00,7.00,26.70,51251.70,25.68,1138354.30,3595.00,0.0223,350.00,0.00,0.20
2/23/2015,42058,0.00,2.00,8.00,26.82,52083.70,25.68,1138354.30,3775.00,0.0223,350.00,0.00,0.20
2/23/2015,42058,0.00,2.00,9.00,26.78,51973.00,25.68,1138354.30,3900.00,0.0223,350.00,0.00,0.20
2/23/2015,42058,0.00,2.00,10.00,26.77,51877.20,25.68,1138354.30,4074.00,0.0223,350.00,0.00,0.20
2/23/2015,42058,0.00,2.00,11.00,26.72,51678.30,25.68,1138354.30,4180.00,0.0223,350.00,0.00,0.20
2/23/2015,42058,0.00,2.00,12.00,26.67,51298.70,25.68,1138354.30,4236.00,0.0223,350.00,0.00,0.20
2/23/2015,42058,0.00,2.00,13.00,26.61,51025.90,25.68,1138354.30,4203.00,0.0223,350.00,0.00,0.20
2/23/2015,42058,0.00,2.00,14.00,26.63,50991.90,25.68,1138354.30,4107.00,0.0223,350.00,0.00,0.20
2/23/2015,42058,0.00,2.00,15.00,26.64,51010.10,25.68,1138354.30,3925.00,0.0223,350.00,0.00,0.20
2/23/2015,42058,0.00,2.00,16.00,26.72,51256.90,25.68,1138354.30,3756.00,0.0223,350.00,0.00,0.20
2/23/2015,42058,0.00,2.00,17.00,27.22,52626.20,25.68,1138354.30,3560.00,0.0223,350.00,0.00,0.20
2/23/2015,42058,0.00,2.00,18.00,27.36,52801.80,25.68,1138354.30,3377.00,0.0223,350.00,0.00,0.20
2/23/2015,42058,0.00,2.00,19.00,26.98,51939.20,25.68,1138354.30,3216.00,0.0223,350.00,0.00,0.20
2/23/2015,42058,0.00,2.00,20.00,26.55,49852.40,25.68,1138354.30,3040.00,0.0223,350.00,0.00,0.20
2/23/2015,42058,0.00,2.00,21.00,26.38,48027.80,25.68,1138354.30,2805.00,0.0223,350.00,0.00,0.20
2/23/2015,42058,0.00,2.00,22.00,26.10,46003.40,26.04,1153328.10,2632.00,0.0223,350.00,0.00,0.00
2/23/2015,42058,0.00,2.00,23.00,24.93,42771.50,26.04,1153328.10,2488.00,0.0223,350.00,0.00,0.00
2/24/2015,42059,0.00,3.00,0.00,24.98,40717.90,26.04,1153328.10,2365.00,0.0223,350.00,0.00,0.00
2/24/2015,42059,0.00,3.00,1.00,24.64,39827.40,26.04,1153328.10,2301.00,0.0223,350.00,0.00,0.00
2/24/2015,42059,0.00,3.00,2.00,23.90,38899.00,26.04,1153328.10,2252.00,0.0223,350.00,0.00,0.00
2/24/2015,42059,0.00,3.00,3.00,24.00,39055.50,26.04,1153328.10,2198.00,0.0223,350.00,0.00,0.00
2/24/2015,42059,0.00,3.00,4.00,24.93,40260.10,26.04,1153328.10,2157.00,0.0223,350.00,0.00,0.00
2/24/2015,42059,0.00,3.00,5.00,25.51,42460.50,26.04,1153328.10,2190.00,0.0223,350.00,0.00,0.00
2/24/2015,42059,0.00,3.00,6.00,26.50,47456.10,26.04,1153328.10,2243.00,0.0223,350.00,0.00,0.00
2/24/2015,42059,0.00,3.00,7.00,27.23,51491.20,26.04,1153328.10,2254.00,0.0223,350.00,0.00,0.00
2/24/2015,42059,0.00,3.00,8.00,27.41,52325.70,26.04,1153328.10,2306.00,0.0223,350.00,0.00,0.00
2/24/2015,42059,0.00,3.00,9.00,27.10,52008.90,26.04,1153328.10,2336.00,0.0223,350.00,0.00,0.00
2/24/2015,42059,0.00,3.00,10.00,26.98,51826.50,26.04,1153328.10,2344.00,0.0227,350.00,0.00,0.00
2/24/2015,42059,0.00,3.00,11.00,26.74,51350.90,26.04,1153328.10,2403.00,0.0227,350.00,0.00,0.00
2/24/2015,42059,0.00,3.00,12.00,26.50,50671.40,26.04,1153328.10,2451.00,0.0227,350.00,0.00,0.00
2/24/2015,42059,0.00,3.00,13.00,26.49,50150.20,26.04,1153328.10,2535.00,0.0227,350.00,0.00,0.00
2/24/2015,42059,0.00,3.00,14.00,26.54,49926.40,26.04,1153328.10,2597.00,0.0227,350.00,0.00,0.00
2/24/2015,42059,0.00,3.00,15.00,26.46,49825.40,26.04,1153328.10,2673.00,0.0227,350.00,0.00,0.00
