Date,Date Value,"Off day=1, Work=0",Days 1-7 (sun-sat) ,Hours,SYS Price in d,Volume in d,Avg Price d,Avg Load d,Wind Volume,Monthly Delta % change in wages ,"Capacity on transmission lines, MWh/h","Total congestion income on international connections, EUR per hour",Gas differenced
5/12/2014,41771,0.00,2.00,0.00,25.05,31168.90,32.66,907287.70,751.00,0.0297,680.00,5209.60,-0.07
5/12/2014,41771,0.00,2.00,1.00,24.93,30603.00,32.66,907287.70,714.00,0.0297,680.00,4965.40,-0.07
5/12/2014,41771,0.00,2.00,2.00,24.80,30218.00,32.66,907287.70,682.00,0.0297,680.00,5135.60,-0.07
5/12/2014,41771,0.00,2.00,3.00,24.84,30341.50,32.66,907287.70,649.00,0.0297,680.00,5194.80,-0.07
5/12/2014,41771,0.00,2.00,4.00,25.28,30931.60,32.66,907287.70,604.00,0.0297,680.00,5416.80,-0.07
5/12/2014,41771,0.00,2.00,5.00,26.96,32889.80,32.66,907287.70,562.00,0.0297,680.00,3973.80,-0.07
5/12/2014,41771,0.00,2.00,6.00,33.17,37184.50,32.66,907287.70,516.00,0.0297,680.00,6919.00,-0.07
5/12/2014,41771,0.00,2.00,7.00,38.34,41493.30,32.66,907287.70,472.00,0.0297,680.00,7466.60,-0.07
5/12/2014,41771,0.00,2.00,8.00,39.99,42611.90,32.66,907287.70,461.00,0.0297,680.00,11396.00,-0.07
5/12/2014,41771,0.00,2.00,9.00,40.13,42723.90,32.66,907287.70,432.00,0.0297,680.00,15791.60,-0.07
5/12/2014,41771,0.00,2.00,10.00,39.97,42693.90,32.66,907287.70,417.00,0.0297,680.00,18788.60,-0.07
5/12/2014,41771,0.00,2.00,11.00,38.30,42323.40,32.66,907287.70,423.00,0.0297,680.00,15547.40,-0.07
5/12/2014,41771,0.00,2.00,12.00,36.98,42101.40,32.66,907287.70,473.00,0.0297,680.00,21748.60,-0.07
5/12/2014,41771,0.00,2.00,13.00,35.87,41384.80,32.66,907287.70,515.00,0.0297,680.00,19506.40,-0.07
5/12/2014,41771,0.00,2.00,14.00,33.88,41041.70,32.66,907287.70,530.00,0.0297,680.00,18181.80,-0.07
5/12/2014,41771,0.00,2.00,15.00,33.38,40522.70,32.66,907287.70,549.00,0.0297,680.00,15295.80,-0.07
5/12/2014,41771,0.00,2.00,16.00,32.52,39944.50,32.66,907287.70,519.00,0.0297,680.00,11558.80,-0.07
5/12/2014,41771,0.00,2.00,17.00,33.24,39923.10,32.66,907287.70,484.00,0.0297,680.00,11928.80,-0.07
5/12/2014,41771,0.00,2.00,18.00,33.12,39465.10,32.66,907287.70,393.00,0.0297,680.00,3211.60,-0.07
5/12/2014,41771,0.00,2.00,19.00,32.86,38962.00,32.66,907287.70,341.00,0.0297,680.00,0.00,-0.07
5/12/2014,41771,0.00,2.00,20.00,33.08,38714.60,32.66,907287.70,341.00,0.0297,680.00,0.00,-0.07
5/12/2014,41771,0.00,2.00,21.00,33.80,38446.20,32.66,907287.70,338.00,0.0297,680.00,0.00,-0.07
5/12/2014,41771,0.00,2.00,22.00,33.04,36995.30,32.66,907287.70,348.00,0.0297,680.00,0.00,-0.07
5/12/2014,41771,0.00,2.00,23.00,30.42,34602.60,32.09,902976.30,365.00,0.0297,680.00,458.80,-0.05
5/13/2014,41772,0.00,3.00,0.00,27.24,32014.70,32.09,902976.30,364.00,0.0297,680.00,2723.20,-0.05
5/13/2014,41772,0.00,3.00,1.00,26.52,31268.10,32.09,902976.30,359.00,0.0297,680.00,1591.00,-0.05
5/13/2014,41772,0.00,3.00,2.00,26.21,30946.20,32.09,902976.30,355.00,0.0297,680.00,1938.80,-0.05
5/13/2014,41772,0.00,3.00,3.00,25.95,30919.30,32.09,902976.30,368.00,0.0297,680.00,3011.80,-0.05
5/13/2014,41772,0.00,3.00,4.00,26.47,31244.40,32.09,902976.30,387.00,0.0297,680.00,2360.60,-0.05
5/13/2014,41772,0.00,3.00,5.00,28.45,33008.70,32.09,902976.30,405.00,0.0297,680.00,3145.00,-0.05
5/13/2014,41772,0.00,3.00,6.00,32.86,36679.10,32.09,902976.30,414.00,0.0297,680.00,199.80,-0.05
5/13/2014,41772,0.00,3.00,7.00,36.48,41328.20,32.09,902976.30,427.00,0.0297,680.00,0.00,-0.05
5/13/2014,41772,0.00,3.00,8.00,40.26,42073.80,32.09,902976.30,436.00,0.0297,680.00,0.00,-0.05
5/13/2014,41772,0.00,3.00,9.00,39.22,42047.30,32.09,902976.30,459.00,0.0297,680.00,0.00,-0.05
5/13/2014,41772,0.00,3.00,10.00,37.50,41642.70,32.09,902976.30,468.00,0.0297,680.00,8450.80,-0.05
5/13/2014,41772,0.00,3.00,11.00,36.59,41527.40,32.09,902976.30,509.00,0.0297,680.00,14171.00,-0.05
5/13/2014,41772,0.00,3.00,12.00,36.00,41329.60,32.09,902976.30,542.00,0.0297,680.00,10145.40,-0.05
5/13/2014,41772,0.00,3.00,13.00,34.11,40703.40,32.09,902976.30,590.00,0.0297,680.00,6830.20,-0.05
5/13/2014,41772,0.00,3.00,14.00,33.06,40196.10,32.09,902976.30,645.00,0.0297,680.00,3981.20,-0.05
5/13/2014,41772,0.00,3.00,15.00,31.63,39613.60,32.09,902976.30,690.00,0.0297,680.00,4588.00,-0.05
5/13/2014,41772,0.00,3.00,16.00,31.04,39194.30,32.09,902976.30,728.00,0.0297,680.00,5535.20,-0.05
5/13/2014,41772,0.00,3.00,17.00,31.43,39177.90,32.09,902976.30,735.00,0.0297,680.00,3996.00,-0.05
5/13/2014,41772,0.00,3.00,18.00,31.85,39283.80,32.09,902976.30,745.00,0.0297,680.00,3374.40,-0.05
5/13/2014,41772,0.00,3.00,19.00,31.94,39134.60,32.09,902976.30,731.00,0.0297,680.00,0.00,-0.05
5/13/2014,41772,0.00,3.00,20.00,31.45,38619.40,32.09,902976.30,782.00,0.0297,680.00,0.00,-0.05
5/13/2014,41772,0.00,3.00,21.00,31.95,38732.80,32.09,902976.30,853.00,0.0297,680.00,0.00,-0.05
5/13/2014,41772,0.00,3.00,22.00,32.32,37272.40,32.09,902976.30,921.00,0.0297,680.00,0.00,-0.05
5/13/2014,41772,0.00,3.00,23.00,29.58,35018.50,31.72,900814.90,960.00,0.0297,680.00,777.00,0.00
5/14/2014,41773,0.00,4.00,0.00,25.70,31466.10,31.72,900814.90,999.00,0.0297,680.00,4713.80,0.00
5/14/2014,41773,0.00,4.00,1.00,25.45,30704.30,31.72,900814.90,1035.00,0.0297,680.00,4943.20,0.00
5/14/2014,41773,0.00,4.00,2.00,25.34,30420.90,31.72,900814.90,1095.00,0.0297,680.00,5091.20,0.00
5/14/2014,41773,0.00,4.00,3.00,25.27,30089.00,31.72,900814.90,1109.00,0.0297,680.00,7133.60,0.00
5/14/2014,41773,0.00,4.00,4.00,25.56,30151.80,31.72,900814.90,1090.00,0.0297,680.00,6697.00,0.00
5/14/2014,41773,0.00,4.00,5.00,27.46,32443.30,31.72,900814.90,1047.00,0.0297,680.00,7799.60,0.00
5/14/2014,41773,0.00,4.00,6.00,31.22,36672.00,31.72,900814.90,945.00,0.0297,680.00,8613.60,0.00
5/14/2014,41773,0.00,4.00,7.00,35.02,40812.40,31.72,900814.90,860.00,0.0297,680.00,4218.00,0.00
5/14/2014,41773,0.00,4.00,8.00,37.48,41781.10,31.72,900814.90,741.00,0.0297,680.00,8724.60,0.00
5/14/2014,41773,0.00,4.00,9.00,36.99,41577.80,31.72,900814.90,674.00,0.0297,680.00,17034.80,0.00
5/14/2014,41773,0.00,4.00,10.00,36.82,41472.90,31.72,900814.90,601.00,0.0297,680.00,21793.00,0.00
5/14/2014,41773,0.00,4.00,11.00,34.98,41332.10,31.72,900814.90,569.00,0.0297,680.00,25522.60,0.00
5/14/2014,41773,0.00,4.00,12.00,35.28,41436.90,31.72,900814.90,547.00,0.0297,680.00,23487.60,0.00
5/14/2014,41773,0.00,4.00,13.00,34.15,40890.60,31.72,900814.90,541.00,0.0297,680.00,14430.00,0.00
5/14/2014,41773,0.00,4.00,14.00,33.59,40474.10,31.72,900814.90,514.00,0.0297,680.00,14015.60,0.00
5/14/2014,41773,0.00,4.00,15.00,32.96,40058.60,31.72,900814.90,520.00,0.0297,680.00,14097.00,0.00
5/14/2014,41773,0.00,4.00,16.00,32.65,39598.30,31.72,900814.90,517.00,0.0297,680.00,10870.60,0.00
5/14/2014,41773,0.00,4.00,17.00,31.30,39573.80,31.72,900814.90,483.00,0.0297,680.00,4580.60,0.00
5/14/2014,41773,0.00,4.00,18.00,32.83,39495.70,31.72,900814.90,471.00,0.0297,680.00,1450.40,0.00
5/14/2014,41773,0.00,4.00,19.00,32.53,39159.40,31.72,900814.90,439.00,0.0297,680.00,0.00,0.00
5/14/2014,41773,0.00,4.00,20.00,32.83,39093.70,31.72,900814.90,434.00,0.0297,680.00,0.00,0.00
5/14/2014,41773,0.00,4.00,21.00,33.16,39149.90,31.72,900814.90,446.00,0.0297,680.00,0.00,0.00
5/14/2014,41773,0.00,4.00,22.00,33.05,37853.60,31.72,900814.90,460.00,0.0297,680.00,0.00,0.00
5/14/2014,41773,0.00,4.00,23.00,29.57,35106.60,30.95,919355.60,484.00,0.0297,680.00,1583.60,-0.05
5/15/2014,41774,0.00,5.00,0.00,25.07,32556.00,30.95,919355.60,466.00,0.0297,680.00,0.00,-0.05
5/15/2014,41774,0.00,5.00,1.00,24.68,31904.40,30.95,919355.60,513.00,0.0297,680.00,214.60,-0.05
5/15/2014,41774,0.00,5.00,2.00,24.03,31817.10,30.95,919355.60,518.00,0.0297,680.00,1043.40,-0.05
5/15/2014,41774,0.00,5.00,3.00,23.96,31855.10,30.95,919355.60,480.00,0.0297,680.00,2035.00,-0.05
5/15/2014,41774,0.00,5.00,4.00,24.57,32016.50,30.95,919355.60,445.00,0.0297,680.00,1287.60,-0.05
5/15/2014,41774,0.00,5.00,5.00,27.09,33471.40,30.95,919355.60,396.00,0.0297,680.00,562.40,-0.05
5/15/2014,41774,0.00,5.00,6.00,32.66,38066.00,30.95,919355.60,311.00,0.0297,680.00,0.00,-0.05
5/15/2014,41774,0.00,5.00,7.00,35.17,42096.60,30.95,919355.60,225.00,0.0297,680.00,858.40,-0.05
5/15/2014,41774,0.00,5.00,8.00,39.88,42834.70,30.95,919355.60,176.00,0.0297,680.00,769.60,-0.05
5/15/2014,41774,0.00,5.00,9.00,36.77,42667.80,30.95,919355.60,170.00,0.0297,680.00,939.80,-0.05
5/15/2014,41774,0.00,5.00,10.00,36.00,42541.80,30.95,919355.60,199.00,0.0297,680.00,0.00,-0.05
5/15/2014,41774,0.00,5.00,11.00,34.06,42239.60,30.95,919355.60,259.00,0.0297,680.00,1524.40,-0.05
5/15/2014,41774,0.00,5.00,12.00,34.75,42071.90,30.95,919355.60,334.00,0.0297,680.00,6423.20,-0.05
5/15/2014,41774,0.00,5.00,13.00,33.03,41429.20,30.95,919355.60,429.00,0.0297,680.00,725.20,-0.05
5/15/2014,41774,0.00,5.00,14.00,32.41,40803.10,30.95,919355.60,584.00,0.0297,680.00,688.20,-0.05
5/15/2014,41774,0.00,5.00,15.00,31.60,40331.60,30.95,919355.60,794.00,0.0297,680.00,1568.80,-0.05
5/15/2014,41774,0.00,5.00,16.00,30.46,39927.70,30.95,919355.60,972.00,0.0297,680.00,710.40,-0.05
5/15/2014,41774,0.00,5.00,17.00,30.61,40003.30,30.95,919355.60,1142.00,0.0297,680.00,621.60,-0.05
5/15/2014,41774,0.00,5.00,18.00,31.54,39635.20,30.95,919355.60,1212.00,0.0297,680.00,0.00,-0.05
5/15/2014,41774,0.00,5.00,19.00,32.56,39900.70,30.95,919355.60,1281.00,0.0297,680.00,0.00,-0.05
5/15/2014,41774,0.00,5.00,20.00,31.90,39665.10,30.95,919355.60,1349.00,0.0297,680.00,-16.07,-0.05
5/15/2014,41774,0.00,5.00,21.00,30.18,38662.70,30.95,919355.60,1427.00,0.0297,680.00,118.06,-0.05
5/15/2014,41774,0.00,5.00,22.00,30.92,37710.70,30.95,919355.60,1522.00,0.0297,680.00,0.00,-0.05
5/15/2014,41774,0.00,5.00,23.00,28.98,35147.40,28.50,877333.20,1585.00,0.0297,680.00,0.00,0.00
5/16/2014,41775,0.00,6.00,0.00,22.84,31738.40,28.50,877333.20,1688.00,0.0297,680.00,510.60,0.00
5/16/2014,41775,0.00,6.00,1.00,22.53,30885.30,28.50,877333.20,1674.00,0.0297,680.00,0.00,0.00
5/16/2014,41775,0.00,6.00,2.00,21.97,30541.10,28.50,877333.20,1642.00,0.0297,680.00,407.00,0.00
5/16/2014,41775,0.00,6.00,3.00,21.71,30473.40,28.50,877333.20,1582.00,0.0297,680.00,436.60,0.00
5/16/2014,41775,0.00,6.00,4.00,22.13,30640.20,28.50,877333.20,1497.00,0.0297,680.00,466.20,0.00
5/16/2014,41775,0.00,6.00,5.00,23.25,32027.80,28.50,877333.20,1420.00,0.0297,680.00,1488.00,0.00
5/16/2014,41775,0.00,6.00,6.00,29.84,37125.70,28.50,877333.20,1283.00,0.0297,680.00,0.00,0.00
5/16/2014,41775,0.00,6.00,7.00,35.13,41610.40,28.50,877333.20,1138.00,0.0297,680.00,0.00,0.00
5/16/2014,41775,0.00,6.00,8.00,35.51,42140.20,28.50,877333.20,986.00,0.0297,680.00,0.00,0.00
5/16/2014,41775,0.00,6.00,9.00,34.17,41997.90,28.50,877333.20,899.00,0.0297,680.00,0.00,0.00
5/16/2014,41775,0.00,6.00,10.00,33.45,41678.30,28.50,877333.20,839.00,0.0297,680.00,0.00,0.00
5/16/2014,41775,0.00,6.00,11.00,33.25,41422.30,28.50,877333.20,838.00,0.0297,680.00,0.00,0.00
5/16/2014,41775,0.00,6.00,12.00,31.74,40425.20,28.50,877333.20,823.00,0.0297,680.00,0.00,0.00
5/16/2014,41775,0.00,6.00,13.00,30.05,39327.00,28.50,877333.20,820.00,0.0297,680.00,0.00,0.00
5/16/2014,41775,0.00,6.00,14.00,29.48,38622.00,28.50,877333.20,878.00,0.0297,680.00,0.00,0.00
5/16/2014,41775,0.00,6.00,15.00,28.38,37585.10,28.50,877333.20,802.00,0.0297,680.00,0.00,0.00
5/16/2014,41775,0.00,6.00,16.00,28.16,37486.10,28.50,877333.20,785.00,0.0297,680.00,0.00,0.00
5/16/2014,41775,0.00,6.00,17.00,27.44,37055.20,28.50,877333.20,773.00,0.0297,680.00,1104.00,0.00
5/16/2014,41775,0.00,6.00,18.00,28.39,37171.10,28.50,877333.20,701.00,0.0297,680.00,355.20,0.00
5/16/2014,41775,0.00,6.00,19.00,29.25,36613.10,28.50,877333.20,635.00,0.0297,680.00,0.00,0.00
5/16/2014,41775,0.00,6.00,20.00,29.05,36273.40,28.50,877333.20,566.00,0.0297,680.00,0.00,0.00
5/16/2014,41775,0.00,6.00,21.00,29.13,35982.70,28.50,877333.20,557.00,0.0297,680.00,0.00,0.00
5/16/2014,41775,0.00,6.00,22.00,29.50,35342.00,28.50,877333.20,600.00,0.0297,680.00,0.00,0.00
5/16/2014,41775,0.00,6.00,23.00,27.64,33169.30,23.48,784229.10,668.00,0.0297,680.00,0.00,0.00
5/17/2014,41776,1.00,7.00,0.00,22.10,31245.80,23.48,784229.10,792.00,0.0297,680.00,355.20,0.00
5/17/2014,41776,1.00,7.00,1.00,21.57,30369.90,23.48,784229.10,857.00,0.0297,680.00,503.20,0.00
5/17/2014,41776,1.00,7.00,2.00,21.53,29940.10,23.48,784229.10,940.00,0.0297,680.00,133.20,0.00
5/17/2014,41776,1.00,7.00,3.00,20.98,29715.30,23.48,784229.10,1010.00,0.0297,680.00,488.40,0.00
5/17/2014,41776,1.00,7.00,4.00,20.89,29547.50,23.48,784229.10,1020.00,0.0297,680.00,495.80,0.00
5/17/2014,41776,1.00,7.00,5.00,20.61,29708.90,23.48,784229.10,1066.00,0.0297,680.00,473.60,0.00
5/17/2014,41776,1.00,7.00,6.00,20.90,30702.30,23.48,784229.10,1008.00,0.0297,680.00,481.00,0.00
5/17/2014,41776,1.00,7.00,7.00,23.00,32031.20,23.48,784229.10,944.00,0.0297,680.00,0.00,0.00
5/17/2014,41776,1.00,7.00,8.00,24.80,33533.30,23.48,784229.10,845.00,0.0297,680.00,0.00,0.00
5/17/2014,41776,1.00,7.00,9.00,25.41,34377.90,23.48,784229.10,787.00,0.0297,680.00,0.00,0.00
5/17/2014,41776,1.00,7.00,10.00,25.66,35147.50,23.48,784229.10,845.00,0.0297,680.00,0.00,0.00
5/17/2014,41776,1.00,7.00,11.00,25.03,34641.70,23.48,784229.10,895.00,0.0297,680.00,0.00,0.00
5/17/2014,41776,1.00,7.00,12.00,24.74,34069.60,23.48,784229.10,955.00,0.0297,680.00,0.00,0.00
5/17/2014,41776,1.00,7.00,13.00,23.46,33669.60,23.48,784229.10,990.00,0.0297,680.00,0.00,0.00
5/17/2014,41776,1.00,7.00,14.00,23.20,33220.00,23.48,784229.10,992.00,0.0297,680.00,503.20,0.00
5/17/2014,41776,1.00,7.00,15.00,23.02,33095.40,23.48,784229.10,999.00,0.0297,680.00,503.20,0.00
5/17/2014,41776,1.00,7.00,16.00,23.27,33218.00,23.48,784229.10,987.00,0.0297,680.00,510.60,0.00
5/17/2014,41776,1.00,7.00,17.00,24.05,33846.10,23.48,784229.10,923.00,0.0297,680.00,0.00,0.00
5/17/2014,41776,1.00,7.00,18.00,25.08,34262.20,23.48,784229.10,858.00,0.0297,680.00,0.00,0.00
5/17/2014,41776,1.00,7.00,19.00,25.50,33883.50,23.48,784229.10,800.00,0.0297,680.00,0.00,0.00
5/17/2014,41776,1.00,7.00,20.00,25.43,33642.10,23.48,784229.10,758.00,0.0297,680.00,0.00,0.00
5/17/2014,41776,1.00,7.00,21.00,25.61,33982.60,23.48,784229.10,768.00,0.0297,680.00,0.00,0.00
5/17/2014,41776,1.00,7.00,22.00,24.89,33747.40,23.48,784229.10,762.00,0.0297,680.00,0.00,0.00
5/17/2014,41776,1.00,7.00,23.00,22.70,32631.20,22.08,761680.60,729.00,0.0297,680.00,732.60,0.00
5/18/2014,41777,1.00,1.00,0.00,19.84,30364.90,22.08,761680.60,799.00,0.0297,680.00,0.00,0.00
5/18/2014,41777,1.00,1.00,1.00,19.32,29565.80,22.08,761680.60,786.00,0.0297,680.00,0.00,0.00
5/18/2014,41777,1.00,1.00,2.00,18.64,29157.00,22.08,761680.60,813.00,0.0297,680.00,0.00,0.00
5/18/2014,41777,1.00,1.00,3.00,17.90,28830.80,22.08,761680.60,814.00,0.0297,680.00,0.00,0.00
5/18/2014,41777,1.00,1.00,4.00,18.27,28479.10,22.08,761680.60,809.00,0.0297,680.00,0.00,0.00
5/18/2014,41777,1.00,1.00,5.00,18.04,28542.30,22.08,761680.60,769.00,0.0297,680.00,399.60,0.00
5/18/2014,41777,1.00,1.00,6.00,18.85,28968.80,22.08,761680.60,709.00,0.0297,680.00,5350.20,0.00
5/18/2014,41777,1.00,1.00,7.00,19.60,29817.50,22.08,761680.60,635.00,0.0297,680.00,0.00,0.00
5/18/2014,41777,1.00,1.00,8.00,20.41,31383.50,22.08,761680.60,561.00,0.0297,680.00,0.00,0.00
5/18/2014,41777,1.00,1.00,9.00,22.87,32612.90,22.08,761680.60,523.00,0.0297,680.00,0.00,0.00
5/18/2014,41777,1.00,1.00,10.00,24.03,33393.00,22.08,761680.60,581.00,0.0297,680.00,0.00,0.00
5/18/2014,41777,1.00,1.00,11.00,24.17,33459.20,22.08,761680.60,640.00,0.0297,680.00,0.00,0.00
5/18/2014,41777,1.00,1.00,12.00,23.23,33099.20,22.08,761680.60,726.00,0.0297,680.00,1975.80,0.00
5/18/2014,41777,1.00,1.00,13.00,22.93,32832.90,22.08,761680.60,817.00,0.0297,680.00,2627.00,0.00
5/18/2014,41777,1.00,1.00,14.00,22.39,32556.50,22.08,761680.60,869.00,0.0297,680.00,2960.00,0.00
5/18/2014,41777,1.00,1.00,15.00,21.63,32477.40,22.08,761680.60,867.00,0.0297,680.00,3093.20,0.00
5/18/2014,41777,1.00,1.00,16.00,21.99,32689.40,22.08,761680.60,879.00,0.0297,680.00,3241.20,0.00
5/18/2014,41777,1.00,1.00,17.00,23.01,33218.40,22.08,761680.60,832.00,0.0297,680.00,1576.20,0.00
5/18/2014,41777,1.00,1.00,18.00,24.32,33651.90,22.08,761680.60,799.00,0.0297,680.00,0.00,0.00
5/18/2014,41777,1.00,1.00,19.00,25.04,33594.10,22.08,761680.60,748.00,0.0297,680.00,0.00,0.00
5/18/2014,41777,1.00,1.00,20.00,26.76,33493.50,22.08,761680.60,730.00,0.0297,680.00,0.00,0.00
5/18/2014,41777,1.00,1.00,21.00,27.22,33656.50,22.08,761680.60,758.00,0.0297,680.00,0.00,0.00
5/18/2014,41777,1.00,1.00,22.00,26.87,33839.60,22.08,761680.60,788.00,0.0297,680.00,38.20,0.00
5/18/2014,41777,1.00,1.00,23.00,22.61,31996.40,27.64,855555.50,861.00,0.0297,680.00,17.55,0.12
5/19/2014,41778,0.00,2.00,0.00,19.82,29480.80,27.64,855555.50,919.00,0.0297,680.00,0.00,0.12
5/19/2014,41778,0.00,2.00,1.00,19.45,28680.80,27.64,855555.50,919.00,0.0297,680.00,0.00,0.12
5/19/2014,41778,0.00,2.00,2.00,19.42,28500.90,27.64,855555.50,886.00,0.0297,680.00,0.00,0.12
5/19/2014,41778,0.00,2.00,3.00,19.47,28559.20,27.64,855555.50,843.00,0.0297,680.00,0.00,0.12
5/19/2014,41778,0.00,2.00,4.00,19.57,28940.60,27.64,855555.50,771.00,0.0297,680.00,0.00,0.12
5/19/2014,41778,0.00,2.00,5.00,21.19,30531.20,27.64,855555.50,691.00,0.0297,680.00,-18.50,0.12
5/19/2014,41778,0.00,2.00,6.00,30.22,36278.40,27.64,855555.50,565.00,0.0297,680.00,403.00,0.12
5/19/2014,41778,0.00,2.00,7.00,31.32,38888.90,27.64,855555.50,476.00,0.0297,680.00,0.00,0.12
5/19/2014,41778,0.00,2.00,8.00,31.96,39800.20,27.64,855555.50,433.00,0.0297,680.00,0.00,0.12
5/19/2014,41778,0.00,2.00,9.00,31.19,39760.30,27.64,855555.50,414.00,0.0297,680.00,0.00,0.12
5/19/2014,41778,0.00,2.00,10.00,30.84,39607.60,27.64,855555.50,421.00,0.0297,680.00,0.00,0.12
5/19/2014,41778,0.00,2.00,11.00,30.73,39331.50,27.64,855555.50,443.00,0.0297,680.00,0.00,0.12
5/19/2014,41778,0.00,2.00,12.00,30.80,38998.30,27.64,855555.50,465.00,0.0297,680.00,0.00,0.12
5/19/2014,41778,0.00,2.00,13.00,30.60,38598.30,27.64,855555.50,457.00,0.0297,680.00,0.00,0.12
5/19/2014,41778,0.00,2.00,14.00,30.36,38237.50,27.64,855555.50,437.00,0.0297,680.00,0.00,0.12
5/19/2014,41778,0.00,2.00,15.00,29.93,37983.00,27.64,855555.50,451.00,0.0297,680.00,0.00,0.12
5/19/2014,41778,0.00,2.00,16.00,29.91,37607.70,27.64,855555.50,439.00,0.0297,680.00,0.00,0.12
5/19/2014,41778,0.00,2.00,17.00,30.27,37607.30,27.64,855555.50,423.00,0.0297,680.00,0.00,0.12
5/19/2014,41778,0.00,2.00,18.00,31.23,38045.10,27.64,855555.50,389.00,0.0297,680.00,444.00,0.12
5/19/2014,41778,0.00,2.00,19.00,30.56,37662.30,27.64,855555.50,381.00,0.0297,680.00,4548.00,0.12
5/19/2014,41778,0.00,2.00,20.00,29.76,37021.10,27.64,855555.50,354.00,0.0297,680.00,1012.00,0.12
5/19/2014,41778,0.00,2.00,21.00,29.79,36774.30,27.64,855555.50,361.00,0.0297,680.00,0.00,0.12
5/19/2014,41778,0.00,2.00,22.00,28.91,35480.90,27.64,855555.50,397.00,0.0297,680.00,620.00,0.12
5/19/2014,41778,0.00,2.00,23.00,26.15,33179.30,27.69,858501.40,414.00,0.0297,680.00,0.00,-0.01
5/20/2014,41779,0.00,3.00,0.00,20.59,30613.30,27.69,858501.40,472.00,0.0297,680.00,0.00,-0.01
5/20/2014,41779,0.00,3.00,1.00,19.61,29839.20,27.69,858501.40,502.00,0.0297,680.00,0.00,-0.01
5/20/2014,41779,0.00,3.00,2.00,19.28,29214.40,27.69,858501.40,516.00,0.0297,680.00,0.00,-0.01
5/20/2014,41779,0.00,3.00,3.00,19.32,29309.50,27.69,858501.40,502.00,0.0297,680.00,0.00,-0.01
5/20/2014,41779,0.00,3.00,4.00,19.39,29402.60,27.69,858501.40,507.00,0.0297,680.00,0.00,-0.01
5/20/2014,41779,0.00,3.00,5.00,23.14,30805.80,27.69,858501.40,456.00,0.0297,680.00,0.00,-0.01
5/20/2014,41779,0.00,3.00,6.00,30.05,35772.80,27.69,858501.40,402.00,0.0297,680.00,0.00,-0.01
5/20/2014,41779,0.00,3.00,7.00,33.25,39356.60,27.69,858501.40,351.00,0.0297,680.00,0.00,-0.01
5/20/2014,41779,0.00,3.00,8.00,32.43,39685.30,27.69,858501.40,347.00,0.0297,680.00,0.00,-0.01
5/20/2014,41779,0.00,3.00,9.00,31.17,39632.10,27.69,858501.40,390.00,0.0297,680.00,0.00,-0.01
5/20/2014,41779,0.00,3.00,10.00,30.65,39433.20,27.69,858501.40,439.00,0.0297,680.00,0.00,-0.01
5/20/2014,41779,0.00,3.00,11.00,30.32,39149.00,27.69,858501.40,467.00,0.0297,680.00,0.00,-0.01
5/20/2014,41779,0.00,3.00,12.00,29.91,38943.90,27.69,858501.40,487.00,0.0297,680.00,0.00,-0.01
5/20/2014,41779,0.00,3.00,13.00,29.43,38273.50,27.69,858501.40,498.00,0.0297,680.00,0.00,-0.01
5/20/2014,41779,0.00,3.00,14.00,29.17,37972.00,27.69,858501.40,511.00,0.0297,680.00,0.00,-0.01
5/20/2014,41779,0.00,3.00,15.00,28.64,37533.00,27.69,858501.40,510.00,0.0297,680.00,0.00,-0.01
5/20/2014,41779,0.00,3.00,16.00,29.24,37176.90,27.69,858501.40,500.00,0.0297,680.00,0.00,-0.01
5/20/2014,41779,0.00,3.00,17.00,29.97,37115.90,27.69,858501.40,486.00,0.0297,680.00,0.00,-0.01
5/20/2014,41779,0.00,3.00,18.00,31.09,37772.40,27.69,858501.40,425.00,0.0297,680.00,782.00,-0.01
5/20/2014,41779,0.00,3.00,19.00,30.59,37570.80,27.69,858501.40,381.00,0.0297,680.00,2067.20,-0.01
5/20/2014,41779,0.00,3.00,20.00,30.85,37225.50,27.69,858501.40,357.00,0.0297,680.00,7092.40,-0.01
5/20/2014,41779,0.00,3.00,21.00,30.17,36838.10,27.69,858501.40,348.00,0.0297,680.00,2822.00,-0.01
5/20/2014,41779,0.00,3.00,22.00,29.97,36083.40,27.69,858501.40,345.00,0.0297,680.00,1122.00,-0.01
5/20/2014,41779,0.00,3.00,23.00,26.26,33782.20,26.36,856972.70,369.00,0.0297,680.00,0.00,0.04
5/21/2014,41780,0.00,4.00,0.00,22.62,31671.20,26.36,856972.70,359.00,0.0297,680.00,0.00,0.04
5/21/2014,41780,0.00,4.00,1.00,19.88,30695.80,26.36,856972.70,355.00,0.0297,680.00,0.00,0.04
5/21/2014,41780,0.00,4.00,2.00,18.42,30075.60,26.36,856972.70,358.00,0.0297,680.00,0.00,0.04
5/21/2014,41780,0.00,4.00,3.00,17.43,29865.10,26.36,856972.70,349.00,0.0297,680.00,0.00,0.04
5/21/2014,41780,0.00,4.00,4.00,17.57,29450.20,26.36,856972.70,322.00,0.0297,680.00,0.00,0.04
5/21/2014,41780,0.00,4.00,5.00,20.97,30836.80,26.36,856972.70,257.00,0.0297,680.00,0.00,0.04
5/21/2014,41780,0.00,4.00,6.00,29.12,35270.10,26.36,856972.70,213.00,0.0297,680.00,0.00,0.04
5/21/2014,41780,0.00,4.00,7.00,31.39,39155.20,26.36,856972.70,147.00,0.0297,680.00,0.00,0.04
